order_id,order_date,order_time,order_hour,feature_active,period,zone,delivery_distance_km,distance_bucket,peak_flag,delivery_time_min,promised_eta_min,order_status,customer_rating,rider_id,delay_min,on_time_flag,sla_breach,cancelled_flag,customer_rating_filled
1056,2024-02-15,2024-02-15 13:51:00,13,No,After,Medium,7.03,Long (7+ km),Peak,50.6,26.3,Cancelled,,R142,24.3,0,1,1,0.0
1057,2024-01-20,2024-01-20 21:06:00,21,Yes,Before,Low,5.91,Medium (3-7 km),Peak,30.7,25.3,Delivered,3.5,R030,5.399999999999999,0,0,0,3.5
1058,2024-02-26,2024-02-26 11:35:00,11,No,After,High,5.89,Medium (3-7 km),Non-Peak,32.7,25.2,Delivered,3.5,R054,7.5000000000000036,0,0,0,3.5
1059,2024-02-15,2024-02-15 13:43:00,13,No,After,Medium,5.11,Medium (3-7 km),Peak,44.0,23.9,Delivered,4.3,R126,20.1,0,1,0,4.3
1060,2024-01-17,2024-01-17 21:54:00,21,Yes,Before,High,5.27,Medium (3-7 km),Peak,28.1,23.5,Delivered,4.6,R071,4.600000000000001,0,0,0,4.6
1061,2024-01-03,2024-01-03 08:49:00,8,Yes,Before,High,1.83,Short (0-3 km),Non-Peak,17.2,16.3,Delivered,3.5,R042,0.8999999999999986,0,0,0,3.5
1062,2024-02-17,2024-02-17 14:45:00,14,No,After,High,6.12,Medium (3-7 km),Peak,41.0,23.6,Cancelled,,R020,17.4,0,1,1,0.0
1063,2024-02-26,2024-02-26 18:09:00,18,No,After,Medium,1.58,Short (0-3 km),Non-Peak,24.3,13.8,Delivered,3.9,R150,10.5,0,1,0,3.9
1064,2024-02-05,2024-02-05 11:08:00,11,No,After,High,3.38,Medium (3-7 km),Non-Peak,26.0,17.7,Delivered,3.4,R011,8.3,0,0,0,3.4
1065,2024-02-27,2024-02-27 13:43:00,13,No,After,High,5.93,Medium (3-7 km),Peak,46.8,25.9,Cancelled,,R200,20.9,0,1,1,0.0
1066,2024-02-05,2024-02-05 20:26:00,20,No,After,Low,3.13,Medium (3-7 km),Peak,45.5,18.2,Delivered,3.5,R061,27.3,0,1,0,3.5
1067,2024-02-25,2024-02-25 11:51:00,11,No,After,Low,4.47,Medium (3-7 km),Non-Peak,36.4,21.6,Delivered,4.2,R007,14.799999999999997,0,1,0,4.2
1068,2024-01-12,2024-01-12 18:21:00,18,Yes,Before,Medium,4.24,Medium (3-7 km),Non-Peak,24.8,20.0,Delivered,4.0,R172,4.800000000000001,0,0,0,4.0
1069,2024-02-25,2024-02-25 18:15:00,18,No,After,High,4.64,Medium (3-7 km),Non-Peak,30.4,21.8,Delivered,4.6,R028,8.599999999999998,0,0,0,4.6
1070,2024-01-25,2024-01-25 20:54:00,20,Yes,Before,High,7.24,Long (7+ km),Peak,36.3,27.7,Delivered,4.1,R118,8.599999999999998,0,0,0,4.1
1071,2024-01-23,2024-01-23 13:50:00,13,Yes,Before,Low,7.3,Long (7+ km),Peak,36.5,26.6,Delivered,2.9,R169,9.899999999999999,0,0,0,2.9
1072,2024-01-13,2024-01-13 14:17:00,14,Yes,Before,Low,3.45,Medium (3-7 km),Peak,27.3,20.5,Delivered,3.1,R072,6.800000000000001,0,0,0,3.1
1073,2024-01-23,2024-01-23 17:25:00,17,Yes,Before,Medium,5.37,Medium (3-7 km),Non-Peak,28.2,22.3,Delivered,3.4,R085,5.899999999999999,0,0,0,3.4
1074,2024-01-02,2024-01-02 11:16:00,11,Yes,Before,High,11.2,Long (7+ km),Non-Peak,38.9,37.6,Delivered,4.4,R068,1.2999999999999972,0,0,0,4.4
1075,2024-01-03,2024-01-03 11:27:00,11,Yes,Before,High,2.59,Short (0-3 km),Non-Peak,17.5,18.2,Delivered,4.1,R112,-0.6999999999999993,1,0,0,4.1
1076,2024-02-08,2024-02-08 23:07:00,23,No,After,High,8.32,Long (7+ km),Non-Peak,35.5,30.6,Delivered,3.7,R066,4.899999999999999,0,0,0,3.7
1077,2024-01-03,2024-01-03 18:00:00,18,Yes,Before,Medium,3.83,Medium (3-7 km),Non-Peak,19.7,20.4,Delivered,4.5,R176,-0.6999999999999993,1,0,0,4.5
1078,2024-02-16,2024-02-16 21:47:00,21,No,After,Medium,2.08,Short (0-3 km),Peak,35.9,16.1,Delivered,3.8,R018,19.799999999999997,0,1,0,3.8
1079,2024-02-12,2024-02-12 21:39:00,21,No,After,High,9.73,Long (7+ km),Peak,57.2,32.6,Delivered,3.8,R185,24.6,0,1,0,3.8
1080,2024-02-27,2024-02-27 13:19:00,13,No,After,Medium,6.19,Medium (3-7 km),Peak,42.7,24.0,Delivered,2.7,R179,18.700000000000003,0,1,0,2.7
1081,2024-01-19,2024-01-19 16:12:00,16,Yes,Before,High,9.23,Long (7+ km),Non-Peak,34.3,31.4,Delivered,5.0,R174,2.8999999999999986,0,0,0,5.0
1082,2024-02-17,2024-02-17 21:39:00,21,No,After,Medium,4.65,Medium (3-7 km),Peak,33.9,21.6,Delivered,3.7,R001,12.299999999999997,0,1,0,3.7
1083,2024-01-20,2024-01-20 13:27:00,13,Yes,Before,Medium,4.47,Medium (3-7 km),Peak,30.7,20.6,Delivered,3.3,R083,10.099999999999998,0,1,0,3.3
1084,2024-01-30,2024-01-30 14:43:00,14,Yes,Before,High,5.38,Medium (3-7 km),Peak,25.8,24.5,Delivered,3.6,R189,1.3000000000000007,0,0,0,3.6
1085,2024-01-11,2024-01-11 17:18:00,17,Yes,Before,Medium,12.52,Long (7+ km),Non-Peak,43.5,37.7,Delivered,3.9,R086,5.799999999999997,0,0,0,3.9
1086,2024-01-06,2024-01-06 19:48:00,19,Yes,Before,High,3.44,Medium (3-7 km),Peak,21.9,18.2,Delivered,3.6,R051,3.6999999999999993,0,0,0,3.6
1087,2024-01-10,2024-01-10 08:15:00,8,Yes,Before,Low,4.61,Medium (3-7 km),Non-Peak,26.2,22.5,Delivered,4.2,R197,3.6999999999999993,0,0,0,4.2
1088,2024-01-05,2024-01-05 15:56:00,15,Yes,Before,Medium,3.16,Medium (3-7 km),Non-Peak,20.8,19.4,Delivered,4.1,R179,1.4000000000000021,0,0,0,4.1
1089,2024-01-25,2024-01-25 15:15:00,15,Yes,Before,High,3.1,Medium (3-7 km),Non-Peak,18.2,18.3,Delivered,3.5,R193,-0.10000000000000142,1,0,0,3.5
1090,2024-02-25,2024-02-25 18:06:00,18,No,After,Medium,2.1,Short (0-3 km),Non-Peak,28.7,14.7,Delivered,4.2,R179,14.0,0,1,0,4.2
1091,2024-02-03,2024-02-03 15:35:00,15,No,After,High,2.73,Short (0-3 km),Non-Peak,24.8,17.3,Delivered,3.7,R117,7.5,0,0,0,3.7
1092,2024-01-09,2024-01-09 19:42:00,19,Yes,Before,Medium,2.01,Short (0-3 km),Peak,21.3,14.5,Delivered,3.3,R082,6.800000000000001,0,0,0,3.3
1093,2024-02-18,2024-02-18 20:39:00,20,No,After,Low,2.64,Short (0-3 km),Peak,34.3,18.5,Delivered,4.7,R110,15.799999999999997,0,1,0,4.7
1095,2024-01-29,2024-01-29 12:15:00,12,Yes,Before,Low,3.6,Medium (3-7 km),Peak,31.6,19.0,Delivered,3.8,R200,12.600000000000001,0,1,0,3.8
1096,2024-02-03,2024-02-03 15:15:00,15,No,After,High,7.12,Long (7+ km),Non-Peak,33.1,26.0,Delivered,3.4,R074,7.100000000000001,0,0,0,3.4
1097,2024-01-16,2024-01-16 12:20:00,12,Yes,Before,Low,3.28,Medium (3-7 km),Peak,26.8,18.1,Delivered,4.2,R039,8.7,0,0,0,4.2
1098,2024-01-15,2024-01-15 14:09:00,14,Yes,Before,Medium,2.96,Short (0-3 km),Peak,24.9,16.8,Cancelled,,R105,8.099999999999998,0,0,1,0.0
1099,2024-01-22,2024-01-22 16:26:00,16,Yes,Before,High,5.45,Medium (3-7 km),Non-Peak,24.9,22.8,Delivered,4.4,R100,2.099999999999998,0,0,0,4.4
1100,2024-02-27,2024-02-27 18:44:00,18,No,After,High,5.76,Medium (3-7 km),Non-Peak,32.3,24.4,Delivered,4.3,R148,7.899999999999999,0,0,0,4.3
1101,2024-01-25,2024-01-25 15:22:00,15,Yes,Before,High,3.06,Medium (3-7 km),Non-Peak,16.9,18.0,Delivered,3.2,R108,-1.1000000000000014,1,0,0,3.2
1102,2024-02-04,2024-02-04 18:34:00,18,No,After,Medium,4.59,Medium (3-7 km),Non-Peak,29.3,20.6,Delivered,2.7,R125,8.7,0,0,0,2.7
1103,2024-01-15,2024-01-15 12:31:00,12,Yes,Before,High,18.03,Long (7+ km),Peak,56.6,50.1,Delivered,4.0,R174,6.5,0,0,0,4.0
1104,2024-02-21,2024-02-21 14:10:00,14,No,After,Low,7.41,Long (7+ km),Peak,54.6,28.6,Delivered,3.3,R160,26.0,0,1,0,3.3
1105,2024-02-04,2024-02-04 09:25:00,9,No,After,Medium,15.13,Long (7+ km),Non-Peak,53.6,43.8,Delivered,3.8,R022,9.800000000000004,0,0,0,3.8
1106,2024-02-11,2024-02-11 14:55:00,14,No,After,High,4.68,Medium (3-7 km),Peak,42.8,20.7,Cancelled,,R098,22.099999999999998,0,1,1,0.0
1107,2024-01-21,2024-01-21 12:20:00,12,Yes,Before,High,3.33,Medium (3-7 km),Peak,24.0,19.8,Delivered,4.0,R072,4.199999999999999,0,0,0,4.0
1108,2024-02-18,2024-02-18 22:26:00,22,No,After,High,5.18,Medium (3-7 km),Peak,46.3,22.6,Cancelled,,R005,23.699999999999996,0,1,1,0.0
1109,2024-02-17,2024-02-17 16:22:00,16,No,After,High,3.95,Medium (3-7 km),Non-Peak,22.5,19.6,Delivered,3.7,R167,2.8999999999999986,0,0,0,3.7
1110,2024-01-03,2024-01-03 18:15:00,18,Yes,Before,High,10.36,Long (7+ km),Non-Peak,36.7,33.9,Cancelled,,R040,2.8000000000000043,0,0,1,0.0
1111,2024-01-16,2024-01-16 11:42:00,11,Yes,Before,High,7.0,Medium (3-7 km),Non-Peak,27.2,28.2,Delivered,4.4,R120,-1.0,1,0,0,4.4
1112,2024-02-14,2024-02-14 12:23:00,12,No,After,High,2.14,Short (0-3 km),Peak,34.3,16.6,Delivered,4.3,R192,17.699999999999996,0,1,0,4.3
1113,2024-02-15,2024-02-15 11:52:00,11,No,After,High,4.67,Medium (3-7 km),Non-Peak,27.8,22.5,Delivered,3.2,R149,5.300000000000001,0,0,0,3.2
1114,2024-01-02,2024-01-02 21:36:00,21,Yes,Before,Medium,4.64,Medium (3-7 km),Peak,28.4,21.2,Delivered,4.4,R102,7.199999999999999,0,0,0,4.4
1115,2024-02-15,2024-02-15 12:37:00,12,No,After,Medium,8.53,Long (7+ km),Peak,45.5,30.9,Delivered,4.2,R027,14.600000000000001,0,1,0,4.2
1116,2024-02-14,2024-02-14 18:54:00,18,No,After,Medium,8.83,Long (7+ km),Non-Peak,44.8,30.0,Delivered,3.0,R145,14.799999999999997,0,1,0,3.0
1117,2024-02-20,2024-02-20 09:34:00,9,No,After,High,4.88,Medium (3-7 km),Non-Peak,23.9,23.6,Delivered,3.9,R130,0.29999999999999716,0,0,0,3.9
1118,2024-02-11,2024-02-11 13:54:00,13,No,After,High,2.55,Short (0-3 km),Peak,37.8,17.7,Delivered,4.1,R111,20.099999999999998,0,1,0,4.1
1119,2024-01-24,2024-01-24 17:53:00,17,Yes,Before,High,4.99,Medium (3-7 km),Non-Peak,24.1,22.8,Delivered,3.5,R046,1.3000000000000007,0,0,0,3.5
1120,2024-02-16,2024-02-16 16:41:00,16,No,After,High,9.94,Long (7+ km),Non-Peak,38.9,34.8,Delivered,5.0,R138,4.100000000000001,0,0,0,5.0
1121,2024-02-19,2024-02-19 15:27:00,15,No,After,Low,5.82,Medium (3-7 km),Non-Peak,39.2,22.8,Delivered,3.4,R083,16.400000000000002,0,1,0,3.4
1122,2024-02-24,2024-02-24 12:59:00,12,No,After,High,2.7,Short (0-3 km),Peak,33.1,17.0,Delivered,4.5,R063,16.1,0,1,0,4.5
1123,2024-02-18,2024-02-18 15:39:00,15,No,After,Medium,2.98,Short (0-3 km),Non-Peak,23.4,17.1,Delivered,3.6,R127,6.299999999999997,0,0,0,3.6
1124,2024-02-24,2024-02-24 13:31:00,13,No,After,High,1.16,Short (0-3 km),Peak,28.6,14.3,Delivered,3.1,R088,14.3,0,1,0,3.1
1125,2024-01-18,2024-01-18 20:44:00,20,Yes,Before,Low,5.8,Medium (3-7 km),Peak,32.7,25.8,Delivered,5.0,R133,6.900000000000002,0,0,0,5.0
1126,2024-01-13,2024-01-13 10:46:00,10,Yes,Before,High,4.62,Medium (3-7 km),Non-Peak,22.5,20.8,Delivered,4.1,R062,1.6999999999999993,0,0,0,4.1
1127,2024-02-14,2024-02-14 15:45:00,15,No,After,High,4.84,Medium (3-7 km),Non-Peak,29.7,22.0,Delivered,2.1,R024,7.699999999999999,0,0,0,2.1
1128,2024-01-19,2024-01-19 12:44:00,12,Yes,Before,High,8.36,Long (7+ km),Peak,31.2,31.0,Delivered,4.0,R095,0.1999999999999993,0,0,0,4.0
1129,2024-01-31,2024-01-31 16:22:00,16,No,After,High,4.16,Medium (3-7 km),Non-Peak,27.8,20.4,Delivered,4.3,R085,7.400000000000002,0,0,0,4.3
1130,2024-01-23,2024-01-23 18:17:00,18,Yes,Before,High,8.46,Long (7+ km),Non-Peak,30.8,28.7,Delivered,4.3,R185,2.1000000000000014,0,0,0,4.3
1131,2024-01-13,2024-01-13 13:47:00,13,Yes,Before,Medium,4.2,Medium (3-7 km),Peak,26.9,20.0,Delivered,4.1,R048,6.899999999999999,0,0,0,4.1
1132,2024-01-13,2024-01-13 12:30:00,12,Yes,Before,High,3.72,Medium (3-7 km),Peak,26.4,20.7,Delivered,5.0,R195,5.699999999999999,0,0,0,5.0
1133,2024-02-03,2024-02-03 17:06:00,17,No,After,Low,2.71,Short (0-3 km),Non-Peak,24.7,18.6,Delivered,4.8,R093,6.099999999999998,0,0,0,4.8
1134,2024-01-12,2024-01-12 13:45:00,13,Yes,Before,Medium,3.45,Medium (3-7 km),Peak,26.7,19.4,Delivered,3.4,R014,7.300000000000001,0,0,0,3.4
1135,2024-02-05,2024-02-05 13:08:00,13,No,After,Medium,6.54,Medium (3-7 km),Peak,43.7,25.7,Delivered,3.8,R027,18.000000000000004,0,1,0,3.8
1136,2024-02-25,2024-02-25 08:18:00,8,No,After,High,4.27,Medium (3-7 km),Non-Peak,28.3,22.1,Delivered,4.4,R048,6.199999999999999,0,0,0,4.4
1137,2024-01-04,2024-01-04 12:55:00,12,Yes,Before,High,3.79,Medium (3-7 km),Peak,30.4,19.1,Delivered,4.6,R103,11.299999999999997,0,1,0,4.6
1138,2024-02-01,2024-02-01 10:40:00,10,No,After,Medium,4.88,Medium (3-7 km),Non-Peak,31.7,21.3,Delivered,2.7,R145,10.399999999999999,0,1,0,2.7
1139,2024-01-20,2024-01-20 10:15:00,10,Yes,Before,High,5.91,Medium (3-7 km),Non-Peak,27.9,25.5,Delivered,4.4,R156,2.3999999999999986,0,0,0,4.4
1140,2024-02-08,2024-02-08 19:14:00,19,No,After,Medium,7.33,Long (7+ km),Peak,51.3,27.7,Delivered,2.9,R114,23.599999999999998,0,1,0,2.9
1141,2024-01-20,2024-01-20 20:27:00,20,Yes,Before,High,3.77,Medium (3-7 km),Peak,22.7,19.5,Delivered,4.5,R157,3.1999999999999993,0,0,0,4.5
1142,2024-02-17,2024-02-17 10:48:00,10,No,After,High,2.82,Short (0-3 km),Non-Peak,22.5,17.9,Delivered,4.9,R170,4.600000000000001,0,0,0,4.9
1143,2024-01-06,2024-01-06 11:11:00,11,Yes,Before,Medium,3.85,Medium (3-7 km),Non-Peak,22.9,19.1,Delivered,3.9,R105,3.799999999999997,0,0,0,3.9
1144,2024-01-29,2024-01-29 18:30:00,18,Yes,Before,High,4.76,Medium (3-7 km),Non-Peak,24.0,21.5,Delivered,4.0,R181,2.5,0,0,0,4.0
1145,2024-01-19,2024-01-19 18:29:00,18,Yes,Before,High,5.06,Medium (3-7 km),Non-Peak,23.2,22.6,Delivered,3.8,R068,0.5999999999999979,0,0,0,3.8
1146,2024-02-20,2024-02-20 19:37:00,19,No,After,Medium,11.09,Long (7+ km),Peak,55.4,35.2,Delivered,4.3,R109,20.199999999999996,0,1,0,4.3
1148,2024-01-05,2024-01-05 10:50:00,10,Yes,Before,High,5.42,Medium (3-7 km),Non-Peak,25.7,24.0,Delivered,4.8,R146,1.6999999999999993,0,0,0,4.8
1149,2024-02-28,2024-02-28 13:07:00,13,No,After,High,3.57,Medium (3-7 km),Peak,29.0,20.8,Delivered,4.0,R104,8.2,0,0,0,4.0
1150,2024-01-18,2024-01-18 16:31:00,16,Yes,Before,High,4.97,Medium (3-7 km),Non-Peak,21.6,23.7,Delivered,4.5,R111,-2.099999999999998,1,0,0,4.5
1151,2024-02-17,2024-02-17 13:16:00,13,No,After,High,4.03,Medium (3-7 km),Peak,37.1,21.4,Delivered,4.2,R173,15.700000000000003,0,1,0,4.2
1152,2024-02-23,2024-02-23 20:37:00,20,No,After,Low,4.7,Medium (3-7 km),Peak,41.9,20.6,Delivered,3.1,R173,21.299999999999997,0,1,0,3.1
1153,2024-02-22,2024-02-22 12:02:00,12,No,After,Medium,8.49,Long (7+ km),Peak,49.7,31.1,Delivered,2.5,R133,18.6,0,1,0,2.5
1154,2024-02-11,2024-02-11 14:17:00,14,No,After,High,7.51,Long (7+ km),Peak,44.1,27.2,Delivered,4.1,R163,16.900000000000002,0,1,0,4.1
1155,2024-02-22,2024-02-22 15:05:00,15,No,After,High,4.59,Medium (3-7 km),Non-Peak,26.6,22.0,Delivered,2.2,R083,4.600000000000001,0,0,0,2.2
1156,2024-02-12,2024-02-12 11:10:00,11,No,After,High,3.59,Medium (3-7 km),Non-Peak,29.9,18.6,Delivered,3.5,R074,11.299999999999997,0,1,0,3.5
1157,2024-02-12,2024-02-12 21:52:00,21,No,After,Medium,3.0,Short (0-3 km),Peak,25.7,18.6,Cancelled,,R023,7.099999999999998,0,0,1,0.0
